,TP53_LOF,TTN_MUT,CSMD3_MUT,MUC16_MUT,FLG2_MUT,MACF1_MUT,USH2A_MUT,SYNE1_MUT,HMCN1_MUT,RYR2_MUT,KMT2C_MUT,AHNAK_MUT,MYH1_MUT,AHNAK2_MUT,MDN1_MUT,APOB_MUT,MUC17_MUT,LRP1B_MUT,PKHD1_MUT,FAT3_MUT,LRP2_MUT,FAT4_MUT,FLG_MUT,KIAA1109_MUT,TENM1_MUT,TG_MUT,ANK2_MUT,NF1_LOF,RYR1_MUT,MYH4_MUT,COL6A3_MUT,SI_MUT,MGA_MUT,PRUNE2_MUT,DNAH17_MUT,OBSCN_MUT,CSMD1_MUT,LRP1_MUT,DNAH5_MUT,SPEN_MUT,DNAH11_MUT,CREBBP_MUT,DMD_MUT,PKHD1L1_MUT,PTPRZ1_MUT,PCDH15_MUT,SPTA1_MUT,DST_MUT,PDE4DIP_MUT,LRRK2_MUT,MYCBP2_MUT,DYSF_MUT,BRCA1_LOF,CUBN_MUT,CUL9_MUT,DNAH3_MUT,FCGBP_MUT,NEB_MUT,RELN_MUT,CDK12_MUT,SYNE2_MUT,UBR4_MUT,VPS13C_MUT,HIVEP3_MUT,VWF_MUT,HSPG2_MUT,NLRP3_MUT,DYNC1H1_MUT,SZT2_MUT,DNAH10_MUT,HUWE1_MUT,MYH11_MUT,F8_MUT,TACC2_MUT,ARHGAP35_MUT,COL5A3_MUT,LAMA2_MUT,NOTCH4_MUT,HECTD4_MUT,SCN3A_MUT,RNF213_MUT,INSR_MUT,DNAH1_MUT,TOP2A_MUT,GPR98_MUT,PEG3_MUT,KMT2A_MUT,DNAH8_MUT,DNAH9_MUT,PTPRB_MUT,KIT_GOF,PIK3CA_GOF,RB1_LOF,VPS13B_MUT,HERC2_MUT,ABCC3_MUT,CSMD2_MUT,GRIN2A_MUT,BRCA2_LOF,ZNF12_MUT,ALK_GOF,MECOM--LRRC31_FUSION,ABCA7_CNA_AMP,ABHD17A_CNA_AMP,ADAMTSL5_CNA_AMP,ADAT3_CNA_AMP,AES_CNA_AMP,AKAP10_CNA_AMP,AMH_CNA_AMP,ANKRD24_CNA_AMP,AP3D1_CNA_AMP,APBA3_CNA_AMP,APC2_CNA_AMP,ARID3A_CNA_AMP,ATCAY_CNA_AMP,ATP5D_CNA_AMP,ATP8B3_CNA_AMP,AZU1_CNA_AMP,BSG_CNA_AMP,BTBD2_CNA_AMP,C19orf10_CNA_AMP,C19orf24_CNA_AMP,C19orf25_CNA_AMP,C19orf26_CNA_AMP,C19orf35_CNA_AMP,C19orf71_CNA_AMP,C2CD4C_CNA_AMP,CACTIN-AS1_CNA_AMP,CACTIN_CNA_AMP,CCDC144B_CNA_AMP,CCDC144CP_CNA_AMP,CCDC94_CNA_AMP,CCL11_CNA_AMP,CDC34_CNA_AMP,CELF5_CNA_AMP,CFD_CNA_AMP,CHAF1A_CNA_AMP,CIRBP-AS1_CNA_AMP,CIRBP_CNA_AMP,CNN2_CNA_AMP,CREB3L3_CNA_AMP,CSNK1G2-AS1_CNA_AMP,CSNK1G2_CNA_AMP,DAPK3_CNA_AMP,DAZAP1_CNA_AMP,DIRAS1_CNA_AMP,DOHH_CNA_AMP,DOT1L_CNA_AMP,EBI3_CNA_AMP,EEF2_CNA_AMP,EFNA2_CNA_AMP,ELANE_CNA_AMP,EPN2_CNA_AMP,EVPLL_CNA_AMP,FAM106A_CNA_AMP,FAM138A_CNA_AMP,FAM83G_CNA_AMP,FGF22_CNA_AMP,FLJ35934_CNA_AMP,FOXO3B_CNA_AMP,FSD1_CNA_AMP,FSTL3_CNA_AMP,FZR1_CNA_AMP,GADD45B_CNA_AMP,GAMT_CNA_AMP,GIPC3_CNA_AMP,GNA11_CNA_AMP,GNA15-DT_CNA_AMP,GNA15_CNA_AMP,GNG7_CNA_AMP,GPX4_CNA_AMP,GRAPL_CNA_AMP,GRAP_CNA_AMP,GRIN3B_CNA_AMP,GZMM_CNA_AMP,HCN2_CNA_AMP,HDGFL2_CNA_AMP,HMG20B_CNA_AMP,HMHA1_CNA_AMP,IZUMO4_CNA_AMP,JSRP1_CNA_AMP,KCNJ12_CNA_AMP,KISS1R_CNA_AMP,KLF16_CNA_AMP,KRT16P1_CNA_AMP,KRT17P5_CNA_AMP,LGALS9C_CNA_AMP,LIG3_CNA_AMP,LINC01002_CNA_AMP,LINGO3_CNA_AMP,LMNB2_CNA_AMP,LOC100288123_CNA_AMP,LPPR3_CNA_AMP,LRG1_CNA_AMP,LSM7_CNA_AMP,MADCAM1_CNA_AMP,MAP2K2_CNA_AMP,MAP2K3_CNA_AMP,MATK_CNA_AMP,MBD3_CNA_AMP,MED16_CNA_AMP,MEX3D_CNA_AMP,MFSD12_CNA_AMP,MIDN_CNA_AMP,MIER2_CNA_AMP,MIR1227_CNA_AMP,MIR1909_CNA_AMP,MIR3187_CNA_AMP,MIR4321_CNA_AMP,MIR4745_CNA_AMP,MIR4746_CNA_AMP,MIR637_CNA_AMP,MIR6789_CNA_AMP,MIR7108_CNA_AMP,MISP_CNA_AMP,MKNK2_CNA_AMP,MOB3A_CNA_AMP,MRPL54_CNA_AMP,NCLN_CNA_AMP,NDUFS7_CNA_AMP,NFIC_CNA_AMP,NMRK2_CNA_AMP,OAZ1_CNA_AMP,ODF3L2_CNA_AMP,ONECUT3_CNA_AMP,OR4F17_CNA_AMP,PALM_CNA_AMP,PCSK4_CNA_AMP,PEX12_CNA_AMP,PIAS4_CNA_AMP,PIP5K1C_CNA_AMP,PLEKHJ1_CNA_AMP,PLIN4_CNA_AMP,PLIN5_CNA_AMP,PLK5_CNA_AMP,POLR2E_CNA_AMP,POLRMT_CNA_AMP,PPAP2C_CNA_AMP,PRSS57_CNA_AMP,PRTN3_CNA_AMP,PTBP1_CNA_AMP,PWWP3A_CNA_AMP,R3HDM4_CNA_AMP,RAX2_CNA_AMP,REEP6_CNA_AMP,RNF112_CNA_AMP,RNF126_CNA_AMP,RPS15_CNA_AMP,S1PR4_CNA_AMP,SBNO2_CNA_AMP,SCAMP4_CNA_AMP,SEMA6B_CNA_AMP,SF3A2_CNA_AMP,SGTA_CNA_AMP,SH3GL1_CNA_AMP,SHC2_CNA_AMP,SHD_CNA_AMP,SIRT6_CNA_AMP,SLC39A3_CNA_AMP,SLC5A10_CNA_AMP,SLFN11_CNA_AMP,SLFN12L_CNA_AMP,SLFN12_CNA_AMP,SLFN13_CNA_AMP,SLFN14_CNA_AMP,SMIM24_CNA_AMP,SNORD37_CNA_AMP,SNORD7_CNA_AMP,SPECC1_CNA_AMP,SPPL2B_CNA_AMP,STAP2_CNA_AMP,STK11_CNA_AMP,TBC1D28_CNA_AMP,TBXA2R_CNA_AMP,TCF3_CNA_AMP,THEG_CNA_AMP,THOP1_CNA_AMP,TIMM13_CNA_AMP,TJP3_CNA_AMP,TLE2_CNA_AMP,TLE6_CNA_AMP,TMEM132E_CNA_AMP,TMEM259_CNA_AMP,TMIGD2_CNA_AMP,TMPRSS9_CNA_AMP,TNFAIP8L1_CNA_AMP,TPGS1_CNA_AMP,UBXN6_CNA_AMP,UQCR11_CNA_AMP,USP32P2_CNA_AMP,WASH5P_CNA_AMP,WDR18_CNA_AMP,ZBTB7A_CNA_AMP,ZFR2_CNA_AMP,ZNF286B_CNA_AMP,ZNF554_CNA_AMP,ZNF555_CNA_AMP,ZNF556_CNA_AMP,ZNF57_CNA_AMP,ZNF77_CNA_AMP,hsa-mir-1302-11_CNA_AMP,ABCA7_CNA_DEL,ABHD17A_CNA_DEL,ADAMTSL5_CNA_DEL,ADAT3_CNA_DEL,AES_CNA_DEL,AKAP10_CNA_DEL,AMH_CNA_DEL,ANKRD24_CNA_DEL,AP3D1_CNA_DEL,APBA3_CNA_DEL,APC2_CNA_DEL,ARID3A_CNA_DEL,ATCAY_CNA_DEL,ATP5D_CNA_DEL,ATP8B3_CNA_DEL,AZU1_CNA_DEL,BSG_CNA_DEL,BTBD2_CNA_DEL,C19orf10_CNA_DEL,C19orf24_CNA_DEL,C19orf25_CNA_DEL,C19orf26_CNA_DEL,C19orf35_CNA_DEL,C19orf71_CNA_DEL,C2CD4C_CNA_DEL,CACTIN-AS1_CNA_DEL,CACTIN_CNA_DEL,CCDC144B_CNA_DEL,CCDC144CP_CNA_DEL,CCDC94_CNA_DEL,CCL11_CNA_DEL,CDC34_CNA_DEL,CELF5_CNA_DEL,CFD_CNA_DEL,CHAF1A_CNA_DEL,CIRBP-AS1_CNA_DEL,CIRBP_CNA_DEL,CNN2_CNA_DEL,CREB3L3_CNA_DEL,CSNK1G2-AS1_CNA_DEL,CSNK1G2_CNA_DEL,DAPK3_CNA_DEL,DAZAP1_CNA_DEL,DIRAS1_CNA_DEL,DOHH_CNA_DEL,DOT1L_CNA_DEL,EBI3_CNA_DEL,EEF2_CNA_DEL,EFNA2_CNA_DEL,ELANE_CNA_DEL,EPN2_CNA_DEL,EVPLL_CNA_DEL,FAM106A_CNA_DEL,FAM138A_CNA_DEL,FAM83G_CNA_DEL,FGF22_CNA_DEL,FLJ35934_CNA_DEL,FOXO3B_CNA_DEL,FSD1_CNA_DEL,FSTL3_CNA_DEL,FZR1_CNA_DEL,GADD45B_CNA_DEL,GAMT_CNA_DEL,GIPC3_CNA_DEL,GNA11_CNA_DEL,GNA15-DT_CNA_DEL,GNA15_CNA_DEL,GNG7_CNA_DEL,GPX4_CNA_DEL,GRAPL_CNA_DEL,GRAP_CNA_DEL,GRIN3B_CNA_DEL,GZMM_CNA_DEL,HCN2_CNA_DEL,HDGFL2_CNA_DEL,HMG20B_CNA_DEL,HMHA1_CNA_DEL,IZUMO4_CNA_DEL,JSRP1_CNA_DEL,KCNJ12_CNA_DEL,KISS1R_CNA_DEL,KLF16_CNA_DEL,KRT16P1_CNA_DEL,KRT17P5_CNA_DEL,LGALS9C_CNA_DEL,LIG3_CNA_DEL,LINC01002_CNA_DEL,LINGO3_CNA_DEL,LMNB2_CNA_DEL,LOC100288123_CNA_DEL,LPPR3_CNA_DEL,LRG1_CNA_DEL,LSM7_CNA_DEL,MADCAM1_CNA_DEL,MAP2K2_CNA_DEL,MAP2K3_CNA_DEL,MATK_CNA_DEL,MBD3_CNA_DEL,MED16_CNA_DEL,MEX3D_CNA_DEL,MFSD12_CNA_DEL,MIDN_CNA_DEL,MIER2_CNA_DEL,MIR1227_CNA_DEL,MIR1909_CNA_DEL,MIR3187_CNA_DEL,MIR4321_CNA_DEL,MIR4745_CNA_DEL,MIR4746_CNA_DEL,MIR637_CNA_DEL,MIR6789_CNA_DEL,MIR7108_CNA_DEL,MISP_CNA_DEL,MKNK2_CNA_DEL,MOB3A_CNA_DEL,MRPL54_CNA_DEL,NCLN_CNA_DEL,NDUFS7_CNA_DEL,NFIC_CNA_DEL,NMRK2_CNA_DEL,OAZ1_CNA_DEL,ODF3L2_CNA_DEL,ONECUT3_CNA_DEL,OR4F17_CNA_DEL,PALM_CNA_DEL,PCSK4_CNA_DEL,PEX12_CNA_DEL,PIAS4_CNA_DEL,PIP5K1C_CNA_DEL,PLEKHJ1_CNA_DEL,PLIN4_CNA_DEL,PLIN5_CNA_DEL,PLK5_CNA_DEL,POLR2E_CNA_DEL,POLRMT_CNA_DEL,PPAP2C_CNA_DEL,PRSS57_CNA_DEL,PRTN3_CNA_DEL,PTBP1_CNA_DEL,PWWP3A_CNA_DEL,R3HDM4_CNA_DEL,RAX2_CNA_DEL,REEP6_CNA_DEL,REXO1_CNA_DEL,RNF112_CNA_DEL,RNF126_CNA_DEL,RPS15_CNA_DEL,S1PR4_CNA_DEL,SBNO2_CNA_DEL,SCAMP4_CNA_DEL,SEMA6B_CNA_DEL,SF3A2_CNA_DEL,SGTA_CNA_DEL,SH3GL1_CNA_DEL,SHC2_CNA_DEL,SHD_CNA_DEL,SIRT6_CNA_DEL,SLC39A3_CNA_DEL,SLC5A10_CNA_DEL,SLFN11_CNA_DEL,SLFN12L_CNA_DEL,SLFN12_CNA_DEL,SLFN13_CNA_DEL,SLFN14_CNA_DEL,SMIM24_CNA_DEL,SNORD37_CNA_DEL,SNORD7_CNA_DEL,SPECC1_CNA_DEL,SPPL2B_CNA_DEL,STAP2_CNA_DEL,STK11_CNA_DEL,TBC1D28_CNA_DEL,TBXA2R_CNA_DEL,TCF3_CNA_DEL,THEG_CNA_DEL,THOP1_CNA_DEL,TIMM13_CNA_DEL,TJP3_CNA_DEL,TLE2_CNA_DEL,TLE6_CNA_DEL,TMEM132E_CNA_DEL,TMEM259_CNA_DEL,TMIGD2_CNA_DEL,TMPRSS9_CNA_DEL,TNFAIP8L1_CNA_DEL,TPGS1_CNA_DEL,UBXN6_CNA_DEL,UQCR11_CNA_DEL,USP32P2_CNA_DEL,WASH5P_CNA_DEL,WDR18_CNA_DEL,ZBTB7A_CNA_DEL,ZFR2_CNA_DEL,ZNF286B_CNA_DEL,ZNF554_CNA_DEL,ZNF555_CNA_DEL,ZNF556_CNA_DEL,ZNF57_CNA_DEL,ZNF77_CNA_DEL,hsa-mir-1302-11_CNA_DEL
Sample_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample_3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample_5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
Sample_6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
Sample_7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
