,PIK3CA_GOF,TTN_MUT,CDH1_MUT,TP53_LOF,GATA3_MUT,MUC16_MUT,KMT2C_MUT,MAP3K1_MUT,RYR2_MUT,FLG_MUT,SYNE1_MUT,USH2A_MUT,HMCN1_MUT,SPTA1_MUT,ZFHX4_MUT,DMD_MUT,NEB_MUT,SYNE2_MUT,NCOR1_MUT,MUC4_MUT,MUC17_MUT,RYR3_MUT,OBSCN_MUT,CSMD1_MUT,RUNX1_MUT,CSMD3_MUT,MAP2K4_MUT,ABCA13_MUT,LRP2_MUT,FAT3_MUT,HUWE1_MUT,GPR98_MUT,XIRP2_MUT,PKHD1L1_MUT,PTEN_LOF,PCLO_MUT,DNAH11_MUT,CACNA1E_MUT,RELN_MUT,DNAH17_MUT,APOB_MUT,MDN1_MUT,LRP1B_MUT,RYR1_MUT,MUC5B_MUT,MACF1_MUT,CSMD2_MUT,DNAH8_MUT,TBX3_MUT,MYCBP2_MUT,DST_MUT,HYDIN_MUT,MXRA5_MUT,DNAH9_MUT,FAT1_MUT,SPEN_MUT,UTRN_MUT,ASH1L_MUT,KIAA1109_MUT,LYST_MUT,FOXA1_MUT,AHCTF1_MUT,AKAP9_MUT,PRUNE2_MUT,FLG2_MUT,VPS13B_MUT,ANK2_MUT,DYNC1H1_MUT,CUBN_MUT,AFF2_MUT,MED12_MUT,AHNAK_MUT,TEX15_MUT,LAMA1_MUT,TENM1_MUT,HERC2_MUT,FCGBP_MUT,TPR_MUT,ANK3_MUT,BIRC6_MUT,VPS13C_MUT,MYH9_MUT,DNAH6_MUT,F5_MUT,PRKDC_MUT,LRP1_MUT,ARID1A_LOF,NIPBL_MUT,DNAH5_MUT,UBR4_MUT,HERC1_MUT,ERBB2_GOF,PCDH15_MUT,PAPPA2_MUT,ASPM_MUT,DNAH10_MUT,PKHD1_MUT,CMYA5_MUT,MAP1A_MUT,SACS_MUT,NF1_LOF,NOTCH2_MUT,CEP350_MUT,COL14A1_MUT,RB1_LOF,SRGAP2D_CNA_AMP,FAM72C_CNA_AMP,NFASC_CNA_AMP,MDM4_CNA_AMP,LRRN2_CNA_AMP,PLEKHA6_CNA_AMP,LINC00628_CNA_AMP,PPP1R15B_CNA_AMP,PIK3C2B_CNA_AMP,GOLT1A_CNA_AMP,KISS1_CNA_AMP,TMEM81_CNA_AMP,RBBP5_CNA_AMP,LEMD1-AS1_CNA_AMP,LEMD1_CNA_AMP,NUCKS1_CNA_AMP,FAM72A_CNA_AMP,CNTN2_CNA_AMP,REN_CNA_AMP,SLC41A1_CNA_AMP,CDK18_CNA_AMP,MFSD4_CNA_AMP,ELK4_CNA_AMP,SLC45A3_CNA_AMP,RAB7L1_CNA_AMP,SOX13_CNA_AMP,PM20D1_CNA_AMP,PM20D1-AS1_CNA_AMP,MIR135B_CNA_AMP,MFSD4A-AS1_CNA_AMP,BLACAT1_CNA_AMP,KLHDC8A_CNA_AMP,DSTYK_CNA_AMP,ETNK2_CNA_AMP,SRGAP2B_CNA_AMP,SRGAP2C_CNA_AMP,C1orf186_CNA_AMP,SLC26A9_CNA_AMP,SRGAP2_CNA_AMP,NUAK2_CNA_AMP,TMCC2_CNA_AMP,CTSE_CNA_AMP,ATP2B4_CNA_AMP,LINC00303_CNA_AMP,AVPR1B_CNA_AMP,SYT2_CNA_AMP,PPP1R12B_CNA_AMP,ARL8A_CNA_AMP,GPR37L1_CNA_AMP,CD46_CNA_AMP,MIR29B2_CNA_AMP,MIR29C_CNA_AMP,TMEM9_CNA_AMP,CD34_CNA_AMP,PKP1_CNA_AMP,LOC148696_CNA_AMP,SNRPE_CNA_AMP,SNORA77_CNA_AMP,PTPN7_CNA_AMP,LGR6_CNA_AMP,ACTG1P25_CNA_AMP,RABIF_CNA_AMP,ADIPOR1_CNA_AMP,CYB5R1_CNA_AMP,LOC100506747_CNA_AMP,TMEM183A_CNA_AMP,ZC3H11A_CNA_AMP,PRELP_CNA_AMP,OPTC_CNA_AMP,LINC00260_CNA_AMP,TMEM183B_CNA_AMP,LAX1_CNA_AMP,ZBED6_CNA_AMP,UBE2T_CNA_AMP,RASSF5_CNA_AMP,EIF2D_CNA_AMP,DYRK3_CNA_AMP,IL10_CNA_AMP,IL19_CNA_AMP,IL20_CNA_AMP,IL24_CNA_AMP,FAIM3_CNA_AMP,PIGR_CNA_AMP,FCAMR_CNA_AMP,C1orf116_CNA_AMP,YOD1_CNA_AMP,PFKFB2_CNA_AMP,C4BPB_CNA_AMP,NR5A2_CNA_AMP,IPO9_CNA_AMP,PTPRVP_CNA_AMP,MIR6739_CNA_AMP,KDM5B_CNA_AMP,IPO9-AS1_CNA_AMP,NAV1_CNA_AMP,CHI3L1_CNA_AMP,IGFN1_CNA_AMP,ASCL5_CNA_AMP,CACNA1S_CNA_AMP,LMOD1_CNA_AMP,FMOD_CNA_AMP,BTG2_CNA_AMP,LINC01136_CNA_AMP,CHIT1_CNA_AMP,MYBPH_CNA_AMP,KLHL12_CNA_AMP,ZNF281_CNA_AMP,ADORA1_CNA_AMP,TNNT2_CNA_AMP,TNNI1_CNA_AMP,PHLDA3_CNA_AMP,CSRP1_CNA_AMP,LINC00862_CNA_AMP,RPS10P7_CNA_AMP,SHISA4_CNA_AMP,C4BPA_CNA_AMP,TIMM17A_CNA_AMP,CAMSAP2_CNA_AMP,CFH_CNA_AMP,DNAH14_CNA_AMP,MIR181A1HG_CNA_AMP,KIF14_CNA_AMP,DDX59_CNA_AMP,DDX59-AS1_CNA_AMP,C1orf106_CNA_AMP,CR1L_CNA_AMP,KIF21B_CNA_AMP,MGAT4EP_CNA_AMP,PCAT6_CNA_AMP,MIR1231_CNA_AMP,LAD1_CNA_AMP,RNU6-79P_CNA_AMP,KCNT2_CNA_AMP,MIR5191_CNA_AMP,MAPKAPK2_CNA_AMP,PPFIA4_CNA_AMP,MYOG_CNA_AMP,MIR6769B_CNA_AMP,IKBKE_CNA_AMP,CFHR4_CNA_AMP,GPR25_CNA_AMP,MIR4735_CNA_AMP,CFHR1_CNA_AMP,CFHR3_CNA_AMP,CFHR2_CNA_AMP,PTPRC_CNA_AMP,LINC01222_CNA_AMP,MIR181B1_CNA_AMP,DENND1B_CNA_AMP,CR1_CNA_AMP,MIR181A1_CNA_AMP,NEK7_CNA_AMP,CFHR5_CNA_AMP,ATP6V1G3_CNA_AMP,USH2A_CNA_AMP,C1orf65_CNA_AMP,PLXNA2_CNA_AMP,SMYD3_CNA_AMP,RGS13_CNA_AMP,TFB2M_CNA_AMP,RGS1_CNA_AMP,SCCPDH_CNA_AMP,RGS21_CNA_AMP,LINC01743_CNA_AMP,RGS18_CNA_AMP,ESRRG_CNA_AMP,LINC01341_CNA_AMP,AHCTF1_CNA_AMP,CNST_CNA_AMP,NSL1_CNA_AMP,MIR3122_CNA_AMP,RNPEP_CNA_AMP,TATDN3_CNA_AMP,MIR6740_CNA_AMP,ELF3_CNA_AMP,KCNK2_CNA_AMP,GPATCH2_CNA_AMP,LINC01132_CNA_AMP,BRINP3_CNA_AMP,LHX9_CNA_AMP,UCHL5_CNA_AMP,CDC73_CNA_AMP,RGS2_CNA_AMP,DTL_CNA_AMP,SPATA17_CNA_AMP,SUSD4_CNA_AMP,TLR5_CNA_AMP,CD55_CNA_AMP,CR2_CNA_AMP,CNIH3_CNA_AMP,CRB1_CNA_AMP,TROVE2_CNA_AMP,VASH2_CNA_AMP,CAPN8_CNA_AMP,FBXO28_CNA_AMP,DEGS1_CNA_AMP,LINC01653_CNA_AMP,ANGEL2_CNA_AMP,AKT3_CNA_AMP,LOC101927143_CNA_AMP,SRGAP2D_CNA_DEL,FAM72C_CNA_DEL,NFASC_CNA_DEL,MDM4_CNA_DEL,LRRN2_CNA_DEL,PLEKHA6_CNA_DEL,LINC00628_CNA_DEL,PPP1R15B_CNA_DEL,PIK3C2B_CNA_DEL,GOLT1A_CNA_DEL,KISS1_CNA_DEL,TMEM81_CNA_DEL,RBBP5_CNA_DEL,LEMD1-AS1_CNA_DEL,LEMD1_CNA_DEL,NUCKS1_CNA_DEL,FAM72A_CNA_DEL,CNTN2_CNA_DEL,REN_CNA_DEL,SLC41A1_CNA_DEL,CDK18_CNA_DEL,MFSD4_CNA_DEL,ELK4_CNA_DEL,SLC45A3_CNA_DEL,RAB7L1_CNA_DEL,SOX13_CNA_DEL,PM20D1_CNA_DEL,PM20D1-AS1_CNA_DEL,MIR135B_CNA_DEL,MFSD4A-AS1_CNA_DEL,BLACAT1_CNA_DEL,KLHDC8A_CNA_DEL,DSTYK_CNA_DEL,ETNK2_CNA_DEL,SRGAP2B_CNA_DEL,SRGAP2C_CNA_DEL,C1orf186_CNA_DEL,SLC26A9_CNA_DEL,SRGAP2_CNA_DEL,NUAK2_CNA_DEL,TMCC2_CNA_DEL,CTSE_CNA_DEL,ATP2B4_CNA_DEL,LINC00303_CNA_DEL,AVPR1B_CNA_DEL,SYT2_CNA_DEL,PPP1R12B_CNA_DEL,ARL8A_CNA_DEL,GPR37L1_CNA_DEL,CD46_CNA_DEL,MIR29B2_CNA_DEL,MIR29C_CNA_DEL,TMEM9_CNA_DEL,CD34_CNA_DEL,PKP1_CNA_DEL,LOC148696_CNA_DEL,SNRPE_CNA_DEL,SNORA77_CNA_DEL,PTPN7_CNA_DEL,LGR6_CNA_DEL,ACTG1P25_CNA_DEL,RABIF_CNA_DEL,ADIPOR1_CNA_DEL,CYB5R1_CNA_DEL,LOC100506747_CNA_DEL,TMEM183A_CNA_DEL,ZC3H11A_CNA_DEL,PRELP_CNA_DEL,OPTC_CNA_DEL,LINC00260_CNA_DEL,TMEM183B_CNA_DEL,LAX1_CNA_DEL,ZBED6_CNA_DEL,UBE2T_CNA_DEL,RASSF5_CNA_DEL,EIF2D_CNA_DEL,DYRK3_CNA_DEL,IL10_CNA_DEL,IL19_CNA_DEL,IL20_CNA_DEL,IL24_CNA_DEL,FAIM3_CNA_DEL,PIGR_CNA_DEL,FCAMR_CNA_DEL,C1orf116_CNA_DEL,YOD1_CNA_DEL,PFKFB2_CNA_DEL,C4BPB_CNA_DEL,NR5A2_CNA_DEL,IPO9_CNA_DEL,PTPRVP_CNA_DEL,MIR6739_CNA_DEL,KDM5B_CNA_DEL,IPO9-AS1_CNA_DEL,NAV1_CNA_DEL,CHI3L1_CNA_DEL,IGFN1_CNA_DEL,ASCL5_CNA_DEL,CACNA1S_CNA_DEL,LMOD1_CNA_DEL,FMOD_CNA_DEL,BTG2_CNA_DEL,LINC01136_CNA_DEL,CHIT1_CNA_DEL,MYBPH_CNA_DEL,KLHL12_CNA_DEL,ZNF281_CNA_DEL,ADORA1_CNA_DEL,TNNT2_CNA_DEL,TNNI1_CNA_DEL,PHLDA3_CNA_DEL,CSRP1_CNA_DEL,LINC00862_CNA_DEL,RPS10P7_CNA_DEL,SHISA4_CNA_DEL,C4BPA_CNA_DEL,TIMM17A_CNA_DEL,CAMSAP2_CNA_DEL,CFH_CNA_DEL,DNAH14_CNA_DEL,MIR181A1HG_CNA_DEL,KIF14_CNA_DEL,DDX59_CNA_DEL,DDX59-AS1_CNA_DEL,C1orf106_CNA_DEL,CR1L_CNA_DEL,KIF21B_CNA_DEL,MGAT4EP_CNA_DEL,PCAT6_CNA_DEL,MIR1231_CNA_DEL,LAD1_CNA_DEL,RNU6-79P_CNA_DEL,KCNT2_CNA_DEL,MIR5191_CNA_DEL,MAPKAPK2_CNA_DEL,PPFIA4_CNA_DEL,MYOG_CNA_DEL,MIR6769B_CNA_DEL,IKBKE_CNA_DEL,CFHR4_CNA_DEL,GPR25_CNA_DEL,MIR4735_CNA_DEL,CFHR1_CNA_DEL,CFHR3_CNA_DEL,CFHR2_CNA_DEL,PTPRC_CNA_DEL,LINC01222_CNA_DEL,MIR181B1_CNA_DEL,DENND1B_CNA_DEL,CR1_CNA_DEL,MIR181A1_CNA_DEL,NEK7_CNA_DEL,CFHR5_CNA_DEL,ATP6V1G3_CNA_DEL,USH2A_CNA_DEL,C1orf65_CNA_DEL,PLXNA2_CNA_DEL,SMYD3_CNA_DEL,RGS13_CNA_DEL,TFB2M_CNA_DEL,RGS1_CNA_DEL,SCCPDH_CNA_DEL,RGS21_CNA_DEL,LINC01743_CNA_DEL,RGS18_CNA_DEL,ESRRG_CNA_DEL,LINC01341_CNA_DEL,AHCTF1_CNA_DEL,CNST_CNA_DEL,NSL1_CNA_DEL,MIR3122_CNA_DEL,RNPEP_CNA_DEL,TATDN3_CNA_DEL,MIR6740_CNA_DEL,ELF3_CNA_DEL,KCNK2_CNA_DEL,GPATCH2_CNA_DEL,LINC01132_CNA_DEL,BRINP3_CNA_DEL,LHX9_CNA_DEL,UCHL5_CNA_DEL,CDC73_CNA_DEL,RGS2_CNA_DEL,DTL_CNA_DEL,SPATA17_CNA_DEL,SUSD4_CNA_DEL,TLR5_CNA_DEL,CD55_CNA_DEL,CR2_CNA_DEL,CNIH3_CNA_DEL,CRB1_CNA_DEL,TROVE2_CNA_DEL,VASH2_CNA_DEL,CAPN8_CNA_DEL,FBXO28_CNA_DEL,DEGS1_CNA_DEL,LINC01653_CNA_DEL,ANGEL2_CNA_DEL,AKT3_CNA_DEL,LOC101927143_CNA_DEL
Sample_1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
